entertainment_id,type,title,description,rating,content_rating_id,release_year,number_of_reviews
176,Anime,Takarajima,"Jim Hawkins is a young boy lead by progressive events to embark on a search journey for the legendary treasure of the once dreaded pirate, Captain Flint. On their way to Treasure Island, John Silver, Jim's best friend, take over command of the ship revealing his true self as the ruthless pirate who once was the right hand of Flint himself. Feeling betrayed, Jim now has to deal with his mixed feelings and face Silver who still consider himself and Jim as friends.  (Source: ANN)",7.94,"PG-13 - Teens 13 or older",1978,6790
145,Anime,"Big Wars: Kami Utsu Akaki Kouya ni","It is the dawn of the 21st century. Mankind has terraformed and colonized Mars. But we are not alone in the universe. An ancient race of alien beings, known only as ""The Gods,"" has been watching mankind's progress ...and waiting. Now, these mysterious aliens have returned to halt mankind's expansion into space ...by force. Now, the planet named after the God of War will become our final battlefield, as mankind fights a desperate battle with the latest in high-tech, military hardware: hyper-advanced aircraft, orbital fighters, and gigantic, desert battleships brimming with the most advanced weaponry. But will it be enough? The aliens have awesome, incredibly destructive weapons at their disposal—including ""Hell""—an unstoppable stealth carrier. But the alien's primary weapon is insidiously quiet and invisible—a mind control plaque. Incurable. Inevitable. Contagious. Humans are powerless to resist its effects, which transforms even the most loyal soldiers into dangerous subversives. Our last hope lies with Captain Akuh and the crew of the Battleship Aoba. If his top-secret mission is successful, mankind will deal a decisive blow to the alien armada. But Akuh's girlfriend is showing signs of nymphomania—the first symptom of alien subversion! (Source: AnimeNfo)",5.42,"R+ - Mild Nudity",1993,1409
284,Anime,"Chousoku Spinner","Despite being talented in various sports, Shunichi Domoto is not passionate about any of them in particular—that is, until he discovers the world of competitive yo-yo. It all begins when Shunichi's friend, Beso Kimura, loses his yo-yo in a duel against the school bully, Benkei Musashimaru. Albeit inexperienced, Shunichi eventually agrees to help Beso retrieve his yo-yo. After practicing for three days, Shunichi challenges and unexpectedly defeats the relatively skilled Benkei.  Shunichi's win instills the belief that the yo-yo is easy to master, and that he is ultimately able to easily master anything he puts his mind to. However, after losing to the exceptionally gifted yo-yo player Seito Hojoin, Shinichi finds his ego shattered. As the humiliating loss ignites a spark in Shunichi, he decides to surpass Seito in Japan's national Yo-yo Championship! [Written by MAL Rewrite]",6.62,"G - All Ages",1998,2628
144,Anime,"Shiratori Reiko de Gozaimasu!","19-year old Reiko is a rich, arrogant, material girl, who refuses to admit her feelings for classmate Tetsuya Akimoto before it's almost too late. Reiko pursues him to Tokyo and enrolls at his university in an attempt to win him back. (Source: ANN)",5.4,"PG-13 - Teens 13 or older",1990,226
418,Anime,"Densetsu Kyojin Ideon: Sesshoku-hen","Scouring the universe in pursuit of knowledge, mankind has discovered three large trucks and a giant spaceship belonging to an extinct alien civilization on the planet Solo. During their excavation, a humanoid alien race known as the Buff Clan arrives at Solo, and Karala Ajiba—daughter of the Buff Clan's military leader—flies down to the planet against orders. In hunting for Karala, the Buff Clan attacks and destroys the Earth settlement to bring her back. Desperate to stave off their assaulters, earthlings Cosmo Yuuki, Kasha Imhof, and Bes Jordan board the trucks, which form into the powerful giant robot Ideon when combined. As they fight back against their enemies, the remaining survivors board the spacecraft Solo Ship and flee, while the Buff Clan relentlessly seeks Ideon and the mysterious power source contained within it. [Written by MAL Rewrite]",6.01,"PG-13 - Teens 13 or older",1982,1932
322,Anime,"Geragera Boes Monogatari","Farm life has never been this wacky. Where else could you find a turtle with a built in TV under his shell, a bald lion, an elephant whose trunk doubles as a garden hose and an inflatable octopus. All run by a good-natured ox named Olly. (Source: ANN)",7.01,"G - All Ages",1987,867
331,Anime,"Barbapapa Sekai wo Mawaru","""Barbapapa around the world"", is a fun-filled collection of 5-minute animated cartoons for preschool children. Barbapapa and his family return to TV for the first time in 25 years with 50 completely new and original episodes. Each episode travels to far-off lands where the Barbapapa family learns about plants, birds, reptiles or mammals in their natural Habitat. The Barbapapa family not only has fun playing with and imitating rare animals but it also helps the creatures when they fall into life-threatening situations. Join the Barbapapa Family as it travels to New Guinea, The Amazon, Patagonia and all over the world discovering the humor, danger and excitement of life. (Source: barbapapa.fr)",5.94,"G - All Ages",1999,484
231,Anime,Calimero,"Calimero is a small black bird who has a shell on his head; his dream is to fly like the other birds. When he tries to fly and screws up he is teased by the other birds, but his girlfriend Pricilla is there to cheer him up. Despite his appearance, he is quite smart and thinks up an idea to fly. (Source: ANN)",6.23,"G - All Ages",1974,2044
436,Anime,"Ikusa Otome Valkyrie","Valkyrie was a female fighter whom Odin was proud of. She was noble, full of love, and pure. She was an invincible fighter on the battlefield. However, because of the betrayal of a goddess, Freya, she was captured. She was robbed of her ring, which was the source of her power, and her arms. Being excited upon seeing her naked figure, the demons began to assault her. (Source: AnimeNfo)",6.14,"Rx - Hentai",2004,2753
425,Anime,"Ohayou! Spank","Morimura Aiko is a junior high school student who is short for her age. Her father went on a yacht ten years ago and his whereabouts remained in obscurity. Her mother, a designer for hats, left for Paris, leaving Aiko in the care of her uncle, Mr Fujinami. Aiko had a pet dog, Papi, but it died in a car accident. Around the same time, another dog, Spank, appears before her. Having gone through so many unfortunate events in her life, Spank's presence begins to brighten up Aiko's life and put a smile on her face. (Source: ANN)",7.14,"G - All Ages",1981,1422
427,Anime,"Ryokan Shirasagi","Yuriko is running her dead husband's inn, which isn't doing too good financially, so she needs to provide customers with a special kind of service. One day, an injured man, who can't remember who he is, ends up staying in the inn. Although Yuriko, who develops feelings for him, tries to keep her extra work duties a secret, he finds out and actually helps her... helps her in becoming much better in providing the service that is.  (Source: AniDB)",6.06,"Rx - Hentai",2003,1064
